음식,총가격,인원구성,요일 및 시간,날씨
"고기만두, 소고기주먹밥, 소고기주먹밥, 참치주먹밥, 참치비빔밥",23500,여(40) 남(20) 여(34) 남(49) 여(56),2023-05-04 09:14:00,맑음
"소고기주먹밥, 새우튀김김밥",9000,여(55),2023-07-14 17:29:00,맑음
"소고기주먹밥, 치즈라면",9500,남(23),2024-01-19 16:36:00,맑음
"참치비빔밥, 오므라이스, 치즈김밥",19000,남(45) 남(27),2023-11-01 23:35:00,맑음
"소고기주먹밥, 참치순두부찌개, 날으는 김밥, 돈까스김밥, 치즈돈까스",29500,여(31) 남(49) 여(56) 남(36),2024-07-31 19:16:00,눈
"육개장, 날으는 김밥, 비빔밥",18500,남(46) 여(41),2024-08-26 05:51:00,흐림
"치즈돈까스, 새우튀김김밥, 참치와사비김밥, 참치비빔밥, 소고기주먹밥, 참치순두부찌개",38500,남(12) 여(29) 여(39) 남(60) 여(23),2024-09-12 10:30:00,비
"김치만두, 참치김밥",8500,남(24) 여(36),2024-10-31 16:30:00,비
"김치라면, 콩국수, 오뎅",18000,남(57) 남(41) 여(55),2024-03-03 21:12:00,맑음
"참치주먹밥, 참치주먹밥, 치즈김밥, 부대찌개",20500,여(49) 남(53) 여(50),2023-09-15 12:33:00,맑음
"부대찌개, 멸추김밥, 고구마돈까스, 날치알주먹밥, 참치와사비김밥",31500,여(36) 남(42) 남(39) 여(17),2023-09-22 14:41:00,맑음
"참치주먹밥, 돈까스, 얼큰해물라면, 오불덮밥, 참치주먹밥, 오징어덮밥",42000,남(51) 남(39) 여(41) 여(23) 여(38),2023-08-03 08:20:00,맑음
"참치비빔밥, 참치와사비김밥, 뚝배기불고기, 참치주먹밥",24500,남(11) 남(48) 여(59) 남(24),2023-10-27 07:29:00,맑음
"오므라이스, 콩국수, 떡볶이",19500,남(35) 여(26) 여(28),2024-04-05 17:44:00,맑음
"참치주먹밥, 떡볶이",8500,여(12) 여(27),2024-06-11 16:36:00,맑음
"된장찌개, 김치찌개, 참치비빔밥, 콩국수, 참치주먹밥",33500,여(43) 여(33) 남(47) 여(13),2024-07-22 12:34:00,맑음
소고기김밥,5000,여(23),2024-03-17 18:22:00,맑음
"참치와사비김밥, 생선까스",14500,여(29),2023-11-11 09:37:00,맑음
"오불덮밥, 비빔밥, 날으는 김밥",18500,남(54) 여(42) 남(51),2024-02-27 18:10:00,눈
"멸치주먹밥, 계란말이김밥, 새우볶음밥, 부대찌개, 참치주먹밥, 떡만두국",36500,남(35) 여(36) 여(11) 여(49) 남(16),2023-06-25 14:00:00,눈
"된장찌개, 날치알주먹밥, 날치알주먹밥, 순두부찌개",22000,남(29) 남(11) 남(58),2023-05-20 08:32:00,흐림
"순두부찌개, 소고기주먹밥, 순두부찌개",18000,여(27) 남(36) 남(55),2023-09-12 04:32:00,눈
"소고기주먹밥, 날치알김밥, 만두라면, 떡만두국",22500,남(16) 남(42) 여(54) 여(57),2024-10-09 05:38:00,비
"참치비빔밥, 참치주먹밥, 소고기김밥, 멸치주먹밥, 참치김밥, 쫄면",32000,여(51) 남(49) 남(41) 여(33) 여(52),2023-12-27 01:12:00,비
"순두부찌개, 김치볶음밥, 김치라면, 참치순두부찌개, 김치볶음밥",34000,남(36) 여(13) 남(43) 남(12),2023-08-09 04:34:00,비
"땡초진미김밥, 멸치주먹밥, 참치주먹밥, 떡국, 계란말이김밥",25500,여(43) 여(59) 여(40) 남(45),2024-08-14 14:03:00,비
"계란말이김밥, 참치주먹밥",9500,남(14),2024-10-19 13:33:00,흐림
"날으는 김밥, 날치알주먹밥, 참치주먹밥, 참치순두부찌개",19000,남(10) 여(48) 남(15),2024-02-08 15:55:00,맑음
"부대찌개, 멸치주먹밥, 소고기주먹밥",16000,남(44) 남(42),2024-04-17 14:22:00,맑음
"참치비빔밥, 얼큰해물라면, 멸치주먹밥, 만두국, 비빔국수",34000,여(37) 남(58) 남(42) 남(42) 남(18),2023-04-17 11:37:00,맑음
"참치찌개, 땡초진미김밥, 참치주먹밥, 콩국수, 참치주먹밥",28000,여(16) 여(59) 남(23) 남(32) 여(26),2023-10-23 23:49:00,흐림
"육개장, 멸치주먹밥, 떡볶이, 참치김밥, 멸추김밥",26000,남(43) 남(45) 여(53) 여(46) 남(44),2024-10-16 09:58:00,맑음
"날치알주먹밥, 참치덮밥, 날치알주먹밥, 순두부찌개, 육개장",30500,남(17) 여(28) 여(54) 여(40) 여(46),2024-09-15 16:19:00,맑음
"고구마돈까스, 치즈라볶이, 소고기주먹밥",19500,남(14) 남(29) 여(46),2024-10-02 01:18:00,흐림
"돈까스김밥, 김치찌개",12000,남(58) 남(53),2024-01-29 14:26:00,맑음
"오징어덮밥, 라볶이, 참치찌개, 고구마돈까스, 비빔밥",36500,여(48) 남(12) 남(36) 여(21),2023-05-20 03:09:00,흐림
"떡국, 땡초진미김밥",12000,여(46),2024-01-10 05:32:00,맑음
"콩국수, 고기만두, 치즈돈까스, 돈까스, 소고기주먹밥",35000,여(11) 여(54) 여(27) 남(19),2024-06-04 08:43:00,눈
"된장찌개, 참치주먹밥, 참치순두부찌개, 멸추김밥",23500,남(20) 남(40) 여(52) 여(50),2023-04-18 06:06:00,눈
"라면, 날치알주먹밥",8500,여(56) 남(46),2023-10-29 18:28:00,맑음
제육덮밥,7000,여(22),2023-11-30 22:22:00,비
오징어덮밥,8000,남(28),2023-08-06 09:47:00,맑음
오불덮밥,8000,남(12),2023-04-22 03:28:00,비
"얼큰해물우동, 부대찌개, 참치덮밥, 부대찌개, 땡초진미김밥, 얼큰해물우동",45500,남(46) 여(30) 여(41) 여(33) 남(46),2023-05-15 21:12:00,맑음
"돈까스김밥, 콩국수, 참치찌개, 멸치주먹밥, 비빔밥",31000,여(51) 남(32) 남(32) 남(43) 남(21),2023-09-03 04:20:00,흐림
"돈까스, 날치알주먹밥, 김치찌개, 라볶이, 치즈돈까스, 비빔밥",42000,남(23) 여(25) 여(25) 남(49) 남(54),2023-04-24 22:29:00,맑음
"오불덮밥, 멸치주먹밥, 오므라이스, 날으는 김밥",22500,여(32) 남(54) 여(36),2024-02-07 04:30:00,맑음
"김치찌개, 쫄면, 콩국수, 떡볶이",26500,여(16) 여(42) 여(15) 여(52),2024-09-08 16:30:00,맑음
"날치알주먹밥, 참치주먹밥, 날치알주먹밥, 참치와사비김밥",17000,남(45) 남(13) 남(25) 여(41),2023-04-11 16:56:00,눈
"참치와사비김밥, 김치볶음밥, 치즈떡볶이, 부대찌개",25500,남(48) 남(32) 남(22),2024-06-06 09:10:00,맑음
"멸치주먹밥, 부대찌개, 된장찌개, 고구마돈까스, 날치알김밥",33500,남(22) 여(16) 여(30) 남(33),2023-12-28 11:02:00,흐림
"오불덮밥, 오징어덮밥",16000,여(43),2024-07-04 18:50:00,맑음
"김치라면, 참치비빔밥, 라면, 부대찌개",25500,남(32) 여(54) 여(47) 여(11),2024-06-13 22:07:00,맑음
"뚝배기불고기, 만두국, 뚝배기불고기, 군만두, 돈까스김밥, 날치알김밥",37000,남(50) 남(32) 남(14) 여(34) 여(42),2024-07-12 11:32:00,맑음
"치즈김밥, 멸치주먹밥, 참치찌개, 돈까스김밥, 참치덮밥, 고기만두",32000,여(15) 남(30) 여(56) 남(58) 여(20),2023-05-05 07:17:00,비
"오므라이스, 고기만두, 멸추김밥, 쫄면, 날으는 김밥",26500,남(17) 남(50) 남(32) 남(12),2023-06-02 00:04:00,맑음
"된장찌개, 뚝배기불고기, 날치알주먹밥",19000,남(46) 여(28) 남(42),2024-10-17 11:37:00,맑음
만두라면,5500,남(22),2024-07-27 06:47:00,눈
"날으는 김밥, 날치알주먹밥, 참치주먹밥, 김치찌개",18500,남(39) 여(52) 남(28) 여(55),2023-05-05 03:19:00,흐림
참치김밥,4500,여(45),2023-12-20 04:47:00,맑음
콩국수,8000,여(11),2023-05-14 10:00:00,맑음
"떡라면, 치즈떡볶이, 순두부찌개, 치즈돈까스, 치즈김밥",32000,남(43) 남(34) 남(49) 여(26) 남(27),2024-04-19 03:05:00,맑음
"멸치주먹밥, 새우볶음밥, 만두라면",16500,여(14) 여(56),2023-08-14 05:48:00,흐림
"새우튀김김밥, 부대찌개",13000,여(53),2023-10-15 01:45:00,맑음
"치즈라면, 멸추김밥, 멸치주먹밥, 멸추김밥, 참치비빔밥",27000,남(25) 여(57) 남(51) 남(11),2024-07-17 20:28:00,맑음
"땡초진미김밥, 김치볶음밥, 콩국수, 소고기주먹밥",24000,여(54) 남(13) 여(26) 여(28),2024-01-11 08:30:00,흐림
"돈까스, 쫄면, 치즈떡볶이, 치즈돈까스, 오므라이스",38500,여(21) 여(13) 여(57) 여(50),2023-05-18 12:25:00,맑음
"치즈떡볶이, 멸추김밥, 소고기주먹밥",14500,여(17) 남(48) 남(12),2024-10-26 01:07:00,맑음
"뚝배기불고기, 소고기주먹밥",12000,남(18) 여(29),2024-04-25 23:29:00,맑음
"멸치주먹밥, 뚝배기불고기",12000,여(38) 여(16),2024-09-15 05:21:00,맑음
"김치라면, 소고기주먹밥, 김치찌개, 치즈김밥, 소고기주먹밥, 참치김밥",29500,여(33) 여(40) 남(39) 남(30) 여(40),2024-08-13 18:24:00,눈
"군만두, 치즈김밥",8500,여(27) 남(31),2024-02-21 14:09:00,맑음
"날치알주먹밥, 참치비빔밥",11500,남(10) 남(24),2024-02-25 23:27:00,맑음
"참치김밥, 소고기김밥, 떡라면",15000,여(60) 여(46),2023-09-08 03:08:00,흐림
"떡라면, 순두부찌개, 순두부찌개, 소고기주먹밥, 새우볶음밥",30500,여(32) 남(59) 남(59) 여(18) 여(44),2024-07-21 16:06:00,맑음
"소고기김밥, 치즈라볶이, 멸추김밥, 치즈돈까스",25500,여(24) 여(14) 남(16) 여(46),2023-11-03 23:27:00,맑음
소고기김밥,5000,남(22),2023-10-16 04:56:00,맑음
"참치찌개, 제육덮밥, 쫄면",21000,여(31) 여(39),2023-12-27 22:18:00,맑음
"참치순두부찌개, 참치주먹밥, 멸추김밥, 소고기김밥, 오징어덮밥",29500,남(43) 남(58) 여(58) 남(43) 여(22),2024-05-26 05:30:00,맑음
"김치찌개, 치즈라면, 새우볶음밥, 참치찌개",26500,여(30) 여(44) 여(35) 남(22),2023-03-17 22:51:00,흐림
"땡초진미김밥, 돈까스김밥, 오뎅",14500,남(26) 여(15) 여(29),2023-07-15 06:44:00,흐림
"멸추김밥, 날으는 김밥",8500,남(10),2023-03-10 09:18:00,비
"만두라면, 라면, 날으는 김밥, 김치찌개",20500,남(37) 남(27) 여(60) 남(35),2024-07-20 11:52:00,흐림
"멸치주먹밥, 참치주먹밥",8000,남(27) 남(35),2023-12-07 13:55:00,맑음
"땡초진미김밥, 김치볶음밥, 멸치주먹밥, 생선까스, 부대찌개",33500,남(37) 남(40) 남(19) 여(26) 남(10),2023-05-21 09:59:00,맑음
"육개장, 부대찌개",16000,여(54),2023-12-20 16:54:00,흐림
"참치주먹밥, 우동, 날치알김밥, 참치주먹밥, 참치덮밥",26500,여(10) 남(48) 남(10) 여(33) 여(46),2023-09-23 23:12:00,맑음
"오므라이스, 참치주먹밥, 참치찌개, 라면, 만두라면, 새우튀김김밥",33000,여(53) 여(48) 남(27) 여(33) 여(31),2023-03-22 20:15:00,맑음
"오므라이스, 돈까스김밥",12000,남(29),2024-07-12 21:44:00,맑음
"김치찌개, 쫄면, 참치주먹밥, 부대찌개, 돈까스김밥",31000,여(49) 남(44) 여(56) 남(28) 여(21),2024-09-08 05:14:00,눈
"참치비빔밥, 참치순두부찌개, 새우볶음밥, 날치알주먹밥, 날으는 김밥, 비빔국수",36500,여(32) 여(57) 남(23) 남(27) 남(36),2023-11-02 06:44:00,맑음
"오징어덮밥, 뚝배기불고기",16000,남(13) 여(51),2024-08-22 07:15:00,흐림
"멸치주먹밥, 치즈김밥, 고구마돈까스, 떡국, 참치김밥",29500,남(57) 여(13) 여(22) 남(47) 남(57),2023-10-27 22:01:00,흐림
"육개장, 참치덮밥, 참치순두부찌개, 고구마돈까스, 소고기주먹밥",36500,남(20) 남(15) 여(59) 남(60),2024-08-30 12:46:00,맑음
"콩국수, 뚝배기불고기, 떡라면, 돈까스김밥, 날치알주먹밥",30500,여(40) 여(14) 남(10) 남(58),2023-10-06 11:40:00,흐림
뚝배기불고기,8000,여(35),2024-07-11 04:22:00,흐림
"날치알김밥, 참치주먹밥, 고기만두, 날치알주먹밥, 오징어덮밥",25000,남(58) 여(13) 여(37) 남(53),2024-08-17 09:28:00,맑음
"얼큰해물라면, 소고기주먹밥, 날치알김밥",17500,여(56) 남(27) 여(58),2024-08-31 17:06:00,맑음
"소고기김밥, 참치순두부찌개",12500,남(45) 남(10),2024-10-22 04:34:00,맑음
"치즈돈까스, 참치덮밥, 순두부찌개, 날치알주먹밥, 비빔밥, 날치알김밥",40000,남(45) 여(38) 여(59) 남(10) 남(50),2024-06-04 02:42:00,흐림
"새우튀김김밥, 고구마돈까스",14500,남(33),2023-12-04 15:58:00,맑음
"참치김밥, 얼큰해물우동",13000,남(19),2023-05-29 12:12:00,맑음
"된장찌개, 순두부찌개, 비빔밥",21000,여(21) 남(15) 여(23),2023-07-15 16:30:00,맑음
"순두부찌개, 참치덮밥, 참치와사비김밥, 떡만두국, 참치찌개, 생선까스",44000,여(51) 여(48) 남(46) 남(19) 여(45),2024-07-20 12:23:00,맑음
"치즈김밥, 날치알김밥",9500,남(11) 여(52),2023-12-10 07:50:00,눈
"떡국, 만두라면, 고기만두",16500,남(39) 남(36) 남(48),2023-10-09 13:22:00,눈
치즈라면,5500,여(53),2023-12-07 08:00:00,맑음
"소고기주먹밥, 김치라면, 만두국, 제육덮밥, 날치알김밥",28500,남(34) 남(45) 여(45) 남(53) 남(23),2024-02-10 01:17:00,눈
"멸치주먹밥, 김치찌개, 고구마돈까스, 제육덮밥",27500,남(54) 남(47) 남(58) 남(59),2023-09-27 18:34:00,흐림
"참치순두부찌개, 김치찌개",14500,여(12),2024-02-21 19:36:00,눈
"멸치주먹밥, 된장찌개, 부대찌개",19000,남(36) 남(17),2023-06-02 08:52:00,맑음
"제육덮밥, 얼큰해물라면",15500,남(57) 남(60),2023-04-25 09:20:00,흐림
"참치주먹밥, 멸추김밥",9000,여(35),2023-08-26 04:36:00,맑음
"오징어덮밥, 참치순두부찌개, 새우튀김김밥, 순두부찌개, 계란말이김밥, 날치알김밥",38000,남(60) 남(38) 여(43) 여(48) 여(50),2024-07-10 01:44:00,맑음
참치찌개,7000,남(52),2023-07-11 09:00:00,흐림
"비빔밥, 멸치주먹밥, 참치와사비김밥",16000,여(27) 여(52),2024-09-11 02:24:00,흐림
"새우튀김김밥, 멸추김밥, 참치덮밥, 비빔국수, 오므라이스",31500,남(20) 여(60) 여(57) 여(46),2023-10-26 04:30:00,맑음
"날치알주먹밥, 생선까스",13500,남(23) 여(29),2024-06-12 03:58:00,흐림
치즈돈까스,9500,남(42),2023-09-10 10:46:00,맑음
"얼큰해물라면, 오뎅, 순두부찌개, 군만두",24000,여(49) 여(38) 여(28),2024-10-02 06:26:00,흐림
"육개장, 참치주먹밥",12000,남(38),2023-05-01 11:45:00,맑음
"육개장, 치즈떡볶이",13500,남(42) 남(26),2023-10-16 17:52:00,맑음
"계란말이김밥, 돈까스김밥, 비빔밥, 고기만두, 참치찌개",28500,남(41) 여(49) 여(31) 남(37),2023-08-21 17:27:00,맑음
"참치비빔밥, 떡국, 고기만두",18500,여(32) 여(18),2023-12-12 20:13:00,흐림
"치즈김밥, 참치덮밥",12000,여(26),2024-07-27 02:38:00,맑음
소고기김밥,5000,남(43),2023-10-14 07:10:00,눈
"멸추김밥, 치즈김밥, 돈까스김밥",14500,남(27) 여(41),2024-03-30 01:44:00,맑음
"치즈김밥, 고구마돈까스, 참치주먹밥, 만두라면",23500,여(28) 여(13) 남(47) 남(37),2024-03-23 04:00:00,맑음
"참치와사비김밥, 멸치주먹밥, 참치순두부찌개, 참치찌개",23500,남(40) 남(56) 남(60),2024-05-25 09:53:00,맑음
"치즈라면, 새우튀김김밥, 비빔밥, 날치알주먹밥, 날치알주먹밥",25500,여(35) 남(44) 여(18) 여(26) 남(54),2023-12-31 04:41:00,흐림
"떡볶이, 우동, 참치비빔밥, 날치알김밥, 뚝배기불고기, 된장찌개",38000,여(51) 남(26) 남(37) 남(49) 여(35),2023-10-31 23:57:00,눈
"새우튀김김밥, 비빔밥, 쫄면, 참치찌개, 라볶이",31000,여(10) 여(36) 남(34) 여(36) 여(15),2023-08-02 04:18:00,맑음
떡라면,5500,남(34),2023-10-09 09:26:00,비
"비빔밥, 뚝배기불고기, 순두부찌개, 치즈돈까스",31500,남(10) 남(23) 여(31),2023-11-11 05:29:00,맑음
"소고기김밥, 멸치주먹밥, 치즈라면, 멸치주먹밥",18500,여(42) 남(37) 남(58) 남(56),2023-03-21 09:59:00,맑음
"얼큰해물우동, 얼큰해물우동",17000,여(50) 남(51),2023-09-30 08:50:00,흐림
"얼큰해물라면, 고기만두, 날치알주먹밥, 부대찌개",24500,남(17) 남(16) 여(49),2023-10-12 11:08:00,맑음
김치만두,4000,여(58),2024-09-27 14:39:00,비
"우동, 부대찌개, 소고기주먹밥, 땡초진미김밥, 멸치주먹밥",27000,남(43) 여(56) 여(57) 남(54) 남(18),2024-05-11 14:55:00,비
"콩국수, 떡국, 새우튀김김밥, 된장찌개, 육개장",35000,여(37) 여(34) 여(45) 남(47) 여(51),2024-05-31 16:22:00,흐림
"멸치주먹밥, 라면",8500,남(15),2023-12-17 12:48:00,맑음
된장찌개,7000,여(52),2023-06-09 17:45:00,맑음
"날으는 김밥, 날치알주먹밥, 참치김밥, 참치김밥, 오뎅",21000,여(43) 여(15) 남(32) 여(18),2024-06-11 04:55:00,맑음
"생선까스, 참치찌개, 만두국",23500,여(42) 여(21),2023-08-07 20:21:00,흐림
"치즈라볶이, 생선까스, 우동, 잔치국수",28500,남(30) 여(54) 남(43) 여(32),2024-03-18 13:35:00,비
"새우튀김김밥, 순두부찌개, 날치알주먹밥, 고기만두",20000,남(19) 여(54) 남(45),2023-08-17 18:49:00,흐림
"김치찌개, 날치알주먹밥, 순두부찌개, 라면, 우동",28500,여(30) 여(30) 여(27) 남(31),2024-05-24 05:10:00,흐림
"소고기주먹밥, 된장찌개, 멸치주먹밥",15000,남(17) 여(36) 여(34),2023-11-11 03:49:00,맑음
"오징어덮밥, 쫄면",15000,남(18) 남(26),2023-12-14 12:33:00,맑음
"라볶이, 육개장, 참치찌개, 된장찌개",27000,남(23) 남(17) 여(20) 여(58),2024-06-06 14:01:00,흐림
"멸치주먹밥, 참치김밥, 참치와사비김밥, 오불덮밥, 새우볶음밥",28500,남(35) 여(48) 남(15) 여(32),2024-06-25 11:51:00,비
"계란말이김밥, 치즈떡볶이",11000,남(13),2023-09-05 13:31:00,맑음
"멸추김밥, 잔치국수, 떡만두국, 비빔밥",27000,남(38) 여(18) 여(60) 남(19),2023-10-25 05:06:00,맑음
"새우볶음밥, 소고기주먹밥, 치즈라볶이, 치즈김밥",21500,여(18) 여(41) 남(54) 여(45),2024-08-25 19:36:00,맑음
"새우튀김김밥, 참치찌개, 순두부찌개, 참치순두부찌개, 참치주먹밥",30500,여(23) 남(48) 여(49) 남(31),2024-01-23 21:28:00,맑음
"김치찌개, 고기만두, 라면",15500,남(53) 여(50) 남(52),2024-04-21 21:16:00,맑음
"치즈라면, 부대찌개, 멸치주먹밥",17500,여(35) 여(18),2024-04-13 04:49:00,맑음
"참치김밥, 계란말이김밥, 고구마돈까스",19500,여(13) 남(22) 여(32),2023-09-09 14:28:00,맑음
"치즈김밥, 떡라면, 소고기주먹밥, 생선까스, 김치찌개, 멸추김밥",35500,여(24) 여(41) 여(53) 남(41) 여(56),2024-10-31 12:00:00,맑음
"오므라이스, 오불덮밥, 날으는 김밥, 콩국수",26500,남(10) 여(55) 남(39) 여(31),2024-08-02 07:36:00,흐림
"참치찌개, 참치비빔밥, 새우볶음밥",21500,남(48) 여(29),2024-07-31 08:08:00,맑음
"돈까스김밥, 멸추김밥, 참치비빔밥, 부대찌개",25500,여(49) 여(58) 남(38) 남(48),2024-06-26 13:33:00,맑음
"고기만두, 참치주먹밥, 치즈라면, 콩국수, 순두부찌개",28500,여(24) 여(52) 남(15) 남(45),2024-05-17 07:05:00,흐림
"멸치주먹밥, 콩국수, 돈까스김밥, 오불덮밥",25000,여(25) 남(55) 남(13) 남(32),2023-08-25 20:39:00,맑음
"치즈라면, 소고기주먹밥, 참치김밥, 떡라면, 참치와사비김밥",24500,여(19) 여(41) 여(26) 여(11),2024-02-15 12:01:00,맑음
"얼큰해물라면, 날으는 김밥, 부대찌개, 참치순두부찌개",27500,남(24) 남(43) 여(43) 남(41),2024-07-06 13:46:00,맑음
"뚝배기불고기, 치즈김밥, 된장찌개, 소고기김밥, 김치볶음밥, 만두라면",37000,남(29) 여(57) 여(51) 남(33) 여(57),2024-08-19 21:44:00,흐림
"부대찌개, 참치순두부찌개, 참치찌개",22500,여(44) 남(49) 남(12),2023-07-30 12:02:00,눈
"생선까스, 떡라면, 참치주먹밥",19000,여(35) 남(47) 여(28),2023-07-24 17:07:00,흐림
"새우튀김김밥, 참치비빔밥, 참치주먹밥, 육개장, 치즈김밥",29000,여(22) 남(13) 남(18) 남(47) 여(38),2023-12-22 10:18:00,맑음
"육개장, 치즈돈까스, 떡국, 참치비빔밥",32000,여(47) 여(54) 여(12),2023-03-21 01:17:00,비
"소고기주먹밥, 만두라면, 김치볶음밥, 치즈떡볶이, 멸치주먹밥",26000,남(18) 여(39) 여(30) 남(31) 여(52),2023-06-08 15:48:00,맑음
