단어,빈도
420억,13
590억,2
중2-32호,1
1872세대,2
이음5,27
12평,7
PVF막,3
17대책,3
14페이지,1
5영급,1
370여건,2
236명,6
용인고림1,1
양지1,1
215필지,3
194필지,3
208필지,3
1380명,19
433명,19
105건,9
A종합병원,1
48~72시간,1
840시간,2
960시간,2
77점,1
89점,1
656필지,4
547건,7
522건,6
116건,11
27일자,3
초2,3
경기민원24,12
10월말,12
854명,2
676만,5
1091억,3
2990만,3
15개소,15
AI인프라,12
여주시4-H연합회장,4
경기도4-H연합회장,2
t수준,1
1~5일,1
4~5살,1
32화,1
초934,2
초633,2
초742,2
초881,2
초502,2
4~6라운드,2
78점,3
84점,7
6라운드,11
270세트,3
270가구,7
3270가구,7
17세기,11
462병,1
2043개소,3
199명,15
메르세데스AMG,1
용인시12.5,1
277곳,2
351개,6
28개월,9
A교사,49
PARAN봉사단,6
70여마리,6
80여마리,3
384호,3
55사단장,3
2~3개,9
명소형1,1
강소형2,1
249점,2
95점,2
6700명,18
0.98명,12
653주,1
670주,1
243만,7
374명,13
806명,6
289명,3
7400명,6
2129가구,1
1108가구,1
65년,2
942만,1
21위,12
299병,8
1453명,10
99건,19
1.8배,18
416세대,1
106세대,11
7승,7
태성FC,7
52년,4
120주년,1
1974년,11
2285점,4
3293명,2
2682명,2
5280개,1
3301건,1
4849명,1
405건,2
2021~2025년,5
714억,2
1895년,14
GTX역사,2
232명,27
304억,12
QR코드가,1
H공인중개사사무소,19
K관광,2
1096회,2
939만,2
694만,2
85게임,2
700매,1
598매,1
0개,11
30게임,2
13게임,3
1049~1096회,1
604명,2
107호,9
716회,1
8~10시간,1
80여종,8
IDC업계,1
CLC희망학교,1
427명,18
12~1시,10
3040세대,14
35점,4
12.2도,1
1973년,19
51년,3
64년,3
1579.0원,1
1485.9원,1
12.9원,1
P코,11
5200억,7
AI선생님,1
9723명,3
제10,2
10상자,2
050학급,2
270학급,3
616학급,4
243학급,2
371학급,2
127학급,4
786학급,3
2944명,2
김보미3,6
코로노19,1
822건,3
4076만,17
559명,19
859명,11
160여,12
2량,5
201타,10
8.4야드,2
139대,4
2~4시,15
1447번,2
1458번,4
9단,3
4지명,1
40초,6
150대,17
5라운드,28
전남GT,3
1471년,4
600년,5
459억,8
50실,15
1192곳,1
4090만,1
8415만,1
1493만,1
2교,6
언남1,6
16세기,8
1576년,1
1609년,1
1605년,1
1649년,1
8079억,3
152억,6
2이,2
A마트,6
중3-67호,3
소2-21호,5
소1-26호,3
소2-41호,4
2지하,5
A국제학교,1
B국제학교,3
9077명,1
393명,12
43.63대,10
048가구,2
78.9대,2
MiRi플러스,17
1상자,1
97년,4
14시,18
193억,6
480대,3
50개소,5
A연구원,1
B연구원,1
고양시3,1
용인시6,2
36도,12
57도,2
9938가구,4
1217가구,3
606번지,3
95종,8
E씨,58
864명,5
950명,4
1330명,1
690대,1
14.02점,11
91.07점,10
77일,3
273명,5
3094건,6
2248건,6
2839만,4
3750만,6
828마리,5
173마리,5
3부자,1
6000마리,3
2730명,2
・2층,1
400개소,8
60회,4
23세,22
1~9호,1
44회,4
102주년,1
1020세대,2
19~23일,2
1회차,2
2400만,21
645명,4
649명,10
626명,6
939명,4
773명,6
PM사,5
PM업무,1
광일PR,1
788명,14
6422만,1
2583만,1
A신탁회사,3
7752명,4
73개,13
420조,19
3700가구,4
2~5시,1
7~10시,2
5200여만,3
3필지,20
김포한강2,3
3000채,1
75차례,6
3~36개월,8
533가구,3
2600원,6
9275만,11
597억,11
376명,11
709명,11
911건,2
A식육판매업체,1
3342명,13
526야드,1
600야드,1
264.4야드,1
70.67타,1
8500가구,2
도곡IC,4
89만,14
168가구,3
235대,6
2549곳,3
850건,4
34세대,6
2023학년도,10
9846명,1
4806건,1
15가지,7
5421가구,2
358가구,2
660가구,5
976가구,4
2022말,1
35호실,1
대3-12호,1
2000본,4
용인8,8
363가구,8
1.79대,14
7~11명,1
2798~2821번,1
2821명,1
2800번,1
2811번,1
2805번,1
2804번,1
2807번,1
2809번,1
2810번,1
2806번,1
2820번,2
2821번,1
2798번,1
2799번,1
2801번,1
2802번,1
2803번,1
2812번,1
2813번,1
2815번,1
2816번,1
2818번,1
2819번,1
42분,8
3편성,1
18량,1
149대,3
MZ세대들,6
650억,10
40일,22
17군데,1
4187님,1
1111만,2
1666만,2
6.96대,3
3049건,1
1103가구,4
1450만,3
1600만,20
구글X,1
씨X,1
3571억,1
1513억,1
70여개,6
골프R&D센터,11
913호,1
552명,8
498대,3
12인,13
GTX망,2
2000~3000원,4
9035명,1
76조,2
28조,5
560억,2
204억,7
CCTV영상,1
2.8배,6
550여건,1
3400억,12
9연패,5
8강전,8
금4,10
금8,1
금7,3
00점,11
금5,11
은3,2
금1,3
은2,3
금3,6
금6,4
금2,5
732점,1
194.60점,1
금42,1
985점,1
금27,1
42.00점,1
금17,1
1247명,2
2000석,9
1659억,7
982명,5
28시간,12
450실,4
196호,7
162호,7
80호,8
65가구,4
7110가구,2
2089가구,2
1051가구,3
8376가구,2
1339가구,5
1028가구,2
1016가구,2
PF채무보증,2
PF보증,2
342만,12
400년,7
6000세대,9
1586억,3
2021~2040년,4
1850원,2
권1-7,8
769만,4
3256건,2
4407.6명,2
953.8명,2
4496채,1
1969채,1
매탄1.2.3.4동,2
586억,2
레벨3,4
ADAS시스템섹터장,2
엠비전X,2
3378명,2
5.3배,2
608가구,3
764가구,1
452가구,2
889가구,1
216가구,6
AI순이,4
219곳,6
172곳,1
400픽셀,1
2411명,2
3175명,5
2970명,2
선수8,1
선수314,1
4연패,3
선수316,1
선수299,1
선수322,1
377명,12
선수309,1
선수202,1
선수239,1
선수281,1
선수286,1
936만,8
39번지,3
39번,7
230톤,11
4019억,1
144실,6
사진2,1
3000시간,1
비타민C,4
6484가구,3
5000여가구,3
1140가구,9
1블럭,2
4055명,4
614명,9
kw급,2
6~12일,5
1221명,9
1016명,3
9235명,2
2192명,2
180번,1
185번,2
181번,1
182번,1
183번,1
174번,2
184번,2
179번,3
12목,1
6품,1
2품,1
1388년,2
1875년,1
1389년,1
6아들,1
1372년,1
1396년,1
71세,2
10학년,2
IT설비,2
946건,1
4210명,1
1250원,11
700여건,1
5나노,8
2070대,5
용인UP,2
1400여,9
시즌3,6
1923억,3
45주,6
1?2판교테크노밸리,1
314대,3
볼트EV,24
한국GM,19
4100만,1
니로EV,2
kg가량,1
4350만,1
7핀,1
DC콤보,1
608억,1
259곳,2
525곳,1
494곳,2
461곳,1
836곳,1
320곳,3
205곳,1
408곳,1
597곳,3
70여건,2
수원특례시출범T,1
F회의,1
790명,7
1002번지,2
400세대,12
606가구,2
779가구,2
786가구,5
752가구,4
에이스101,12
15~39세,6
523대,3
AI로봇,21
1060가구,3
274억,4
4생활,1
7917건,2
3063건,2
419만,6
1000여가구,2
71주년,8
1생활,1
516개,2
58개,15
101개,6
1730억,1
4265호,1
900대,3
831만,2
554명,3
256명,9
280개,4
4495명,4
35주,1
6109명,2
130여기,1
24기,2
용인5,9
177개,2
4256건,1
KCC글라스,12
GM대우,1
730억,5
288곳,1
977권,1
800권,1
450권,1
4.48권,1
4.2권,1
5.30권,1
5.79권,1
6.15권,1
923개,4
272개,3
C병원,5
1419가구,4
63번지,2
1063가구,10
62번지,3
644세대,1
770가구,7
2016~2017년,2
148억,12
871억,4
895억,1
90주년,8
796세대,7
770세대,8
NH농협용인시지부장,3
1인자,3
1682가구,1
33층,16
1343세대,5
7900만,2
1310세대,1
351세대,2
2.24배,3
132대,3
332건,4
376건,1
320여,5
bhc그룹,1
1도즈,1
9240명,1
2440명,3
2~3월,11
9336명,1
8860명,2
6093명,1
5611명,1
3636명,1
3567명,1
3473명,1
70도,4
83개소,1
1751명,1
3099명,1
4850여,1
86도,1
237만,3
4100여명,1
4대대,1
4886명,1
1828명,1
2278가구,1
1277가구,1
위례A1-14이익공,1
3600명,7
214일,4
5400개,10
SLB코리아,11
8930주,1
LG이노텍,13
9200주,2
284억,3
324억,4
JW중외제약,3
135억,13
120시간,3
2023수시,1
90년,3
1008억,2
중1-1호,6
72면,6
역북2,9
신봉3,6
4500억,6
224만,1
5~10명,8
71.5점,2
71.3점,2
70.8점,4
69.7점,2
69.5점,2
66.0점,2
3.7점,4
4.0점,3
68.8점,4
6.6점,2
68.0점,1
67.3점,2
65.9점,2
65.7점,2
57.6점,2
67.6점,3
66.1점,2
65.1점,3
64.8점,2
63.8점,2
62.7점,2
13위,18
2142명,5
603명,5
732권,3
234권,3
189권,3
440권,3
414권,3
103권,3
476권,3
773편,3
27집,3
1604건,1
203건,3
367건,1
D군,4
비즈360,8
70주년,8
250개,5
1500여장,3
170장,2
SK서린빌딩,2
SK이노베이션,22
SK어스온,2
LG트윈스,4
3010억,2
LG의인상,2
7780번,4
용인시5500-2번,4
1311번,4
489곳,7
131기가바이트,4
245기가바이트,4
958억,4
815억,4
4414억,2
한화클래식2024,1
KG레이디스오픈,1
16대손,1
6권,2
51점,1
128점,1
50리터,6
75리터,3
1살,4
32.89대,2
674가구,3
16.86대,3
726가구,6
BRT노선,1
230개,7
RFID기술,2
114건,10
10~20차례,2
390주,2
948주,4
우성1,1
775만,4
50여일,2
28.47대,3
18.95대,3
151가구,2
228.72대,2
995만,4
G-C노선,1
2329가구,21
1087가구,18
4200원,1
2300원,2
16라,1
6인치,4
2500그루,1
1패,10
4034가구,3
8891가구,1
8488가구,1
6780가구,1
5718가구,1
448가구,2
671가구,6
925건,4
558건,2
14개국,21
L사,10
5649전,2
632억,3
4126평,3
4통,1
용인IL,2
CMS등록,1
35평,2
3500곳,1
2000곳,1
30분대,12
115가구,4
495가구,6
119가구,4
137가구,2
137개,6
1원,13
KCC교육원,1
2500여명,4
543개,2
602세대,1
301세대,4
152세대,3
35세대,3
3040수요자,1
643대,2
DMC역,4
2019~2021년,8
8894가구,2
2407명,2
83대,4
1929명,3
6021명,2
4545세대,2
AZ백신,13
20~30분,11
145평,1
4416만,1
1142만,1
3698건,1
1128건,3
870건,4
206타,9
33점,3
32점,4
5곳역,1
원삼SK,3
400주년,1
32세,5
4공구,2
B마을,1
A마을,1
1~12월,9
335억,2
557만,4
1쌍,3
5세트,3
n곤충,5
n곤충.kr,5
531만,3
814만,3
404억,2
6600가구,1
걷GO,2
보GO,2
즐기GO,2
500여권,8
328세대,1
441명,17
317세대,1
936명,3
741건,4
799건,2
271건,1
70톤,8
SGI보증보험,1
1250만,21
6250만,16
죽전테라스앤139,1
안성IC,5
남안성IC,4
38톤,3
74가구,8
612가구,10
687가구,9
5833억,3
2860억,2
6동,3
1704개,1
400상자,2
350여기업,1
천591,1
15주년,7
A헬스장,4
B헬스장,2
1009명,2
j투데이,1
922개,1
C언어,1
87.1점,1
86.6점,1
150여건,2
2339대,2
513대,4
1.4톤,3
김민선7,17
30여일,1
F단장,1
1658원,1
1732원,1
1667원,1
1592원,1
1583원,1
1585원,2
1590원,1
1589원,1
1618원,1
1599원,2
1649원,1
15~26일,1
여주통합RPC,1
N업체,1
YMCA이사장,5
6062명,4
1687명,4
3022만,1
2357만,3
9097만,1
2523만,1
467만,3
1221만,1
45주년,3
1069회,4
683만,1
79게임,3
335매,1
527매,1
0쌍,1
1049~1069회,1
19길,7
96번,6
87곳,14
790회,1
357건,3
167대,2
5001함,3
1265명,2
85.6명,1
37.6명,1
WB호텔,2
16번지,2
KG모빌리티,23
10주,23
산93-1번지,4
130여곳,4
의왕1,1
108개,1
2022용,5
3곡,7
1호실,10
1143개,1
99개,4
2013~2021년,1
1089명,2
758명,11
46개소,3
864개,1
1059개,1
347개,1
597개,1
655명,3
30~40명,2
K칩,1
2400원,2
토레스EVX,4
효율UP,1
홍콩ELS,2
HK이노,2
현대L&C,4
삼정KPMG,6
e갤러리,1
DS부문장,3
820원,3
1000장,2
1838명,7
49대,8
7047억,1
IT강국,6
8388점,2
7496점,1
7099점,1
1000점,6
4271억,2
55조,3
SK머티리얼즈,3
SK실트론,9
K배터리,1
3154억,7
1000여개,5
가꾸go,4
38주,4
99종,8
858억,1
543억,1
492억,1
30구좌,6
2537평,7
마이크로LED,3
티어1,1
3베이,8
566세대,4
122번,1
4킬로미터,2
293가구,6
성서IC,1
남대구IC,3
서대구IC,1
12가족,1
96가족,2
438명,18
555명,14
503명,13
188명,10
5280개소,4
1295개소,4
17번지,4
2829건,4
0.3명,9
6.0명,2
281건,6
5.5명,2
670건,5
697건,2
8.1명,4
1.3명,3
7.4명,2
9999원,1
560점,1
380점,1
3700여가구,7
신길우성3,1
9단지,10
11단지,5
477가구,5
2390가구,1
435가구,5
초5,1
129가구,15
152가구,11
344건,2
150표,1
104표,1
59표,1
385건,8
3985억,4
1380억,4
1414억,4
676가구,3
5구장,1
7.2점,1
3.6개,1
2019~20시즌,2
중2-107호,3
중2-108호,3
166억,17
19번지,11
폐쇄회로TV,19
2920명,8
417만,8
3140만,4
2261만,4
25주년,6
DMZ특별연합,4
901명,3
089만,2
050만,2
A제조업체,1
50팀,8
신갈동17-7,2
350인,2
YG봉사팀,2
YG밥차,2
0~2세,6
3~5세,10
812명,2
070명,2
3~5배,1
699만,1
0~5세,2
3643가구,2
3357가구,2
HYK파트너스,2
2.11대,2
106역,3
북수원IC,3
485명,2
637명,6
5~11일,2
483건,3
359건,3
8001건,1
8101건,1
6시부,1
AFP연합뉴스,1
46도,1
43도,1
4500가구,2
360번지,2
609종,2
1300종,1
5700명,2
6554야드,10
구성1,8
174세대,3
CGV오리점,2
205호실,2
727.66점,3
478.53점,3
249.13점,3
41.57점,3
305.90점,3
210.51점,3
2~6일,1
4원,6
9원,5
7원,2
2원,3
4.9달러,1
79.3달러,1
84.9달러,1
4.2달러,1
93달러,1
1012건,5
4222억,1
3715억,1
1028건,1
4404억,1
1677만,2
1635만,1
1328곳,1
1092곳,1
764건,2
3438억,1
900건,9
3863억,1
112건,11
358억,3
1725만,1
1713만,1
1014만,1
1291만,1
374개,2
180건,11
1290억,3
379억,3
254억,4
2814만,1
2618만,1
4240만,1
4025만,1
3829만,1
3080만,1
2854만,1
639곳,1
614건,2
518건,1
2108억,2
1472만,1
1468만,3
56건,9
216억,5
206억,8
202억,5
1981만,3
1751만,1
1705만,1
1689만,1
390여,1
9295억,1
1491억,1
1109억,1
1812건,2
1307건,2
DBS홀딩스,1
디브릿지2,2
400평,7
vvip다이닝바,2
157개소,1
21랩,8
41분,13
초106,4
초498,2
초433,2
38분,12
초651,4
초853,2
초316,2
초841,2
초534,2
초582,2
735대,1
DMC아트포레자이,2
103.43대,2
2.4명,5
179가구,2
110세대,34
31세대,1
137세대,1
80세대,1
112상,15
739건,1
242건,3
549건,2
4개년,9
745가구,2
2700가구,1
1690가구,1
3757가구,1
6493가구,2
1467가구,1
197가구,4
아프리카TV,3
2086만,1
2041년,2
6750만,3
670만,13
61조,6
A양의,1
873명,4
38종,12
6093개,4
659개,3
282가구,6
523가구,2
1278가구,2
446가구,1
46실,1
812만,9
000가구아,1
401만,3
000천,2
51채,3
000가,1
7채,4
368만,5
0~7세,6
1440만,4
81병동,4
56필지,2
133조,5
197곳,11
249곳,5
54회,3
436점,1
4점,10
1.360조,1
60조추가,1
5글자,1
5023명,7
10길,1
신촌4,1
7300여명,3
465만,5
2330회,1
4.5일,2
프로A,2
1~6위,2
210개,11
4440명,7
3640개,7
215개,10
R&BD부문장,1
CJ웰케어,1
300~500종,1
53종,3
43국도,20
58.6분,4
4229곳,2
4056곳,2
건축허가2,2
1184개,2
8급,5
3회차,4
909종,3
5~11월,3
7천억,5
2016~2019년,3
2008~2010년,2
2012~2013년,1
다산2,2
n차,7
8452만,1
3557만,1
900점,18
300분,4
LED표지병,1
5~6시간,7
7.43점,1
7.69점,1
1.35점,1
0.23점,1
1청렴,1
30~50대,2
3595건,2
10~14일,3
5가,2
길32,2
19시간,2
14살,7
3~7일,4
A시리즈,9
스테이지V,1
1626억,7
1538억,6
805억,6
732억,6
312억,11
489억,8
R&D기관,2
155곳,5
문화살롱y,4
993점,4
7단계,9
용인중3,1
m계주,1
1학년부,1
초14,1
30여개,4
4422명,5
31.5대,2
39타입,1
1지역,2
570만,4
13.8대,4
6강,3
1쿼터,1
850톤,2
AI중계,7
211.25점,2
4연속,5
3.84개,2
3.71개,2
유서연2,5
65타,8
1인극,1
18분,6
4~5시간,4
109건,2
5557억,1
640억,6
242억,2
961억,3
248억,4
934억,2
653명,9
587명,4
NG컷,1
905건,1
35장,2
무제2020,1
K제조,1
9980원,1
310곳,8
7월말,7
091억,3
990만,6
298필지,2
224필지,1
109필지,1
257억,4
미래개발1,3
170호실,3
2.3배,5
한국3,3
SM그룹,6
6936명,5
2368건,3
11.94대,2
8.85대,2
18.11대,2
555건,2
783개,2
575개,1
459개,1
9단독,1
050명,2
601명,2
703명,9
80건,13
70포,8
950억,5
520만,4
95조,6
3식,4
2426건,3
1992명,2
19.75년,8
4220건,1
372건,2
1055건,1
1914건,1
1124건,1
62.04대,3
53.78대,1
24.68대,3
969세대,5
5868만,4
128조,13
한컴MDS,5
김포2,2
안양1,2
김포4,2
수원6,3
IT소재,1
CVC캐피탈,1
약42,2
3576가구,2
9068가구,1
2335가구,1
8547가구,2
97가구,2
1101가구,12
1509가구,5
5295가구,1
3713가구,1
2626가구,1
2560가구,3
2514가구,1
1779가구,5
5.97대,2
147대,2
7.72대,2
4.92대,2
187필지,2
5개리,2
NGO단체,2
카카오VX,22
루트52,4
신갈CC,1
89학번,1
139만,12
6333건,1
684건,1
1649건,1
1959건,1
920건,1
824건,3
1522건,2
574건,1
673건,2
291건,4
334억,1
KB부동산신탁,3
5051억,1
2240억,1
4415억,2
5514억,1
7948억,1
55배,1
561억,3
1546억,1
751만,1
747억,2
064개,1
467명,3
40층,25
851대,1
21개월,11
ICT밸리컨밴션,9
849개,4
856개,7
ICV형,1
IT기업,17
반도체TF,2
75번,6
76번,8
9282만,1
광남1,2
7174명,2
정책예산지원TF,1
7사단,3
632개,3
368개,2
230여만,2
2호실,4
46층,2
902실,5
1879가구,2
2600주,3
1900주,3
315곳,5
9~22일,1
30배,12
AI스피커,5
773보,2
LPG충전소,8
9992가구,1
5303가구,2
2999가구,1
1223가구,3
1187가구,2
4689가구,1
1247가구,2
845가구,1
737가구,4
844가구,1
매경DB,2
15~16일,2
e메일,3
145톤,1
1501톤,1
2584톤,1
2967톤,1
4308톤,1
3722톤,1
5270톤,1
912톤,1
1291톤,1
9494톤,1
8749톤,1
8838톤,1
5442톤,1
3758톤,1
4216톤,1
5259톤,1
220톤,2
100톤,8
3주택,2
145여억,1
7나노,4
DK아시아,2
8400여,2
1233억,1
6성,1
33가지,1
3~12월,6
698건,1
3500명,2
AI시대,5
628년,2
1623가구,4
1602가구,3
500회,4
B지구,13
3지역,2
12학기,2
778명,11
47종,5
2천백,2
17세대,3
426건,6
6606대,2
CJ로지스틱스레이싱,6
366개,4
331개,3
454가구,6
2900만,5
2430만,2
2230만,1
775가구,3
659가구,3
112억,15
1총괄,6
7.10대책,1
50조,12
93.3명,1
4534억,2
4800원,4
1103억,2
동탄첨단산업1,3
118원,2
50이상,2
3.5점,2
5.5점,3
9.0점,4
8.0점,4
121.32점,1
17.43점,1
138.75점,1
42위,2
116동,1
3기가와트,3
6800명,2
333소셜,9
GH사장,5
659명,1
1687건,1
2635건,1
960억,13
SK디앤디,80
2센터,19
1170억,5
3여년,4
36.32대,1
64점,3
69점,9
1351억,1
728곳,7
9200여만,2
04월,1
ICT기술력,1
1363억,1
1481억,1
10.19배,1
AI빅데이터산업과장,2
933세대,4
46종,2
산47-9,1
80마리,1
25톤,2
8422명,1
56년,1
833억,8
3걸,1
3110만,5
3300건,1
1400건,1
800건,5
The봄심리상담센터,1
835만,1
계영400,2
평형50,2
혼계영400,1
074명,2
071명,1
128곳,8
1통로,3
293곳,2
2629건,1
1904건,1
5.8명,4
8.4명,1
8.7명,1
60퍼센트,3
20퍼센트,3
5~10배,4
114대,2
7076억,1
149점,2
178점,2
1계단,2
2주차,5
4700만,4
24면,3
48면,4
58면,3
89조,1
1026억,1
630만,3
42.5세,2
2호점,3
4호점,5
길9,1
N서울타워,7
500가족,5
OO횟집,1
20~22일,3
풍덕천2,8
903권,3
612권,2
819권,2
509건,6
986건,1
851건,1
828건,2
남양i,1
452억,1
219억,12
S-OIL주유소,2
347가구,5
376가구,4
94곳,8
133곳,1
100세,10
1112억,5
775억,4
337억,14
4751억,5
IT개발,3
HS애드,2
KB손보,22
KB금쪽,6
178페이지,1
496만,5
1183만,3
9.8기가와트시,1
536건,2
OK캐시백,2
210.66달러,1
D컵,2
12분대,1
400개,10
840억,15
A목욕탕,2
82필지,5
28필지,5
7필지,8
7110명,2
1727명,1
13개소,9
345학급,1
50학급,2
DB하이텍,9
연면적14,1
갈매IC,2
퇴계원IC,2
318개,4
20~25명,4
121필지,4
1384만,13
1005억,3
공립고2.0,3
40여종,2
308만,2
200여곳,5
393가구,9
4931억,4
3265억,1
8437억,3
583건,2
268채,2
159건,2
337건,11
651명,5
11호실,4
320건,1
9000여명,4
786명,8
473명,9
23건의,1
3045명,1
3000대,1
3045건,1
3045대,1
5880건,1
2940대,1
67대,3
23.86대,1
디스플레이시티1,1
디스플레이시티2,1
UC버클리,1
72대,7
737억,4
2400여만,5
5700여만,5
동아닷컴한경닷컴iMBC,1
2591억,1
2901억,1
890명,3
163번,4
1930년,1
수학I,1
30호실,4
930억,4
9900억,4
FAB동,3
309억,5
8800원,4
KG이니시스,2
KFC코리아,2
382동,2
KH유산,2
250여점,1
387조,3
2류,3
fn이사람,1
20여회,2
1~2학년부,3
3~4학년부,3
5~6학년부,3
4.93배,1
70분,6
3곳리,1
137억,9
5329명,1
A기업단지,2
23도,3
36.9도,1
073명,2
461명,12
3교,9
6~7시,9
SRT역사,2
600평,6
연합뉴스100,2
3일자,1
211일,3
26도,4
90여분,2
4180만,4
486곳,3
834개,2
606명,3
805만,2
531명,2
592명,6
654구,6
932가구,2
1970가구,2
31번지,1
2공영,4
1558가구,1
7통,1
47번지,2
522가구,1
337곳,6
16세대,4
680명,3
570여,11
1264명,2
961명,2
530명,6
6200여,2
1314가구,4
1045가구,25
7153가구,6
6280가구,6
4395가구,6
3342가구,6
3055가구,5
972가구,5
711가구,1
CJ물류센터,3
1470가구,1
754가구,4
5861권,3
6공장,6
5.5건,1
2009년도,1
792억,1
5957억,1
785조,1
1440억,6
서울SW,1
BD센터,1
oC센터,1
943만,2
1314만,1
1657만,3
82.7세,2
65.8세,1
16.9년,1
KB골든라이프케어,3
680회,6
570회,1
515만,8
스카이72,2
3~4주,4
637만,5
72홀,1
1721억,1
KST일렉트릭,1
0~6세,2
84필지,1
215곳,3
6~7년,6
119상황실,3
12척,8
H미래교육더채움,3
102조,3
신갈TG,5
744점,4
6등급,4
148만,17
기흥TG,40
25강좌,4
240여명,9
110점,5
70개소,5
2134개,6
희망2022,4
희망2021,1
62일,5
3359개,1
317억,6
115도,3
111.4도,1
292가구,6
1186명,6
e편한세상수지,2
51일,1
57일,8
50~54세,1
53~54세,1
50~52세,1
1110명,2
최대2249,1
530점,3
481점,2
5955명,1
268명,10
402억,5
244억,1
216건,7
562건,1
655건,1
329만,8
5중주,2
K부품사,1
68여억,2
IMM인베스트먼트,15
1200개,4
5910만,2
2030명,3
4매,4
761만,6
4110원,5
3968필지,3
LPG화물차구입보조,2
LPG화물차,1
944대,5
300여대,3
864대,1
780대,9
517명,11
804명,3
특별교부금5,1
1640원,5
1450여,3
0호,5
70호,8
1967명,3
1598명,4
A대표팀,5
2030세계,1
충원EnC,1
2800여,1
460여,4
3000여만,10
시흥4,2
소통24,8
6600개,3
16~18일,3
715건,5
651건,1
380건,2
170세대,10
72세대,2
15세대,3
14세대,5
18세대,3
2경부고속도로,5
135곳,2
H엔지니어링,1
SRT역,16
2복선,43
64세대,4
40가구,17
60~200시간,3
9036원,2
270건,3
마을버스3,4
마을버스4,2
130평,3
873호,1
919억,1
63세대,4
48점,3
015호,1
393호,1
864마리,5
264마리,5
250마리,6
705명,4
522명,3
407명,8
